etID  | Late Latin | Old French I | Old French II | Middle French  | Output [REFERENCE]
1166   | #swˌessʝˈon̪es# | #sˌejsˈũn̪s# | #swˌɛsˈũn̪s# | #swˌɛsˈũːs# | #swasɔ̃# {GOLD: #swasɔ̃#}
1167   | #sˈokko# | #sˈok# | #sˈɔk# | #sˈɔk# | #sɔk# {GOLD: #sɔk#}
1168   | #sˌuxt͡sʲʝˈɑrɛ# | #sˌyt͡sʲˈie̯r# | #sˌysʲjˈer# | #sˌysˈer# | #syse# {GOLD: #syse#}
1169   | #sˈommɑ# | #sˈũmə# | #sˈũmə# | #sˈũmə# | #sɔm# {GOLD: #sɔm#}
1170   | #sˌommˈɑrʝo# | #sˌũmˈie̯r# | #sˌũmjˈer# | #sˌũmjˈer# | #sɔmje# {GOLD: #sɔmje#}
1171   | #sˈon̪t̪# | #sˈũn̪t̪# | #sˈũn̪t̪# | #sˈũːt̪# | #sɔ̃# {GOLD: #sɔ̃#}
1172   | #sˌopɛrˈɑn̪o# | #sˌovrˈãj̃n̪# | #sˌuvrˈɛ̃j̃n̪# | #sˌuvrˈɛ̃ː# | #suvʁɛ̃# {GOLD: #suvʁɛ̃#}
1173   | #sˌopɛrcˈelʝo# | #sˌowrt͡sʲˈiʎ# | #sˌɔrsʲˈiʎ# | #sˌɔrsˈi# | #sɔʁsi# {GOLD: #suʁsi#}
1174   | #sˈoppɑ# | #sˈopə# | #sˈupə# | #sˈupə# | #sup# {GOLD: #sup#}
1175   | #sˈord̪ɑ# | #sˈord̪ə# | #sˈurd̪ə# | #sˈurd̪ə# | #suʁd̪# {GOLD: #suʁd̪#}
1176   | #sˈord̪o# | #sˈort̪# | #sˈurt̪# | #sˈurt̪# | #suʁ# {GOLD: #suʁ#}
1177   | #sˈuso# | #sˈys# | #sˈys# | #sˈys# | #sy# {GOLD: #sy#}
1178   | #sˌospɛxt͡sʲʝˈon̪ɛ# | #sˌospət͡sʲˈũn̪# | #sˌuːpəsʲˈũn̪# | #sˌuːpəsˈũː# | #supəsɔ̃# {GOLD: #supsɔ̃#}
1179   | #swˌom# | #sˌũn̪# | #sˌũn̪# | #sˌũː# | #sɔ̃# {GOLD: #sɔ̃#}
1180   | #frˈɔkn̪ɑ# | #frˈũɲə# | #frˈũɲə# | #frˈũɲə# | #fʁɔɲ# {GOLD: #fʁɔɲ#}
1181   | #t͡sˈokkɑ# | #t͡sˈot͡ʃə# | #sˈuʃə# | #sˈuʃə# | #suʃ# {GOLD: #suʃ#}
1182   | #t̪ˌɑβˈɛrn̪ɑ# | #t̪ˌavˈɛrn̪ə# | #t̪ˌavˈɛrn̪ə# | #t̪ˌavˈɛrn̪ə# | #t̪avɛʁn̪# {GOLD: #t̪avɛʁn̪#}
1183   | #t̪ˌɑβˈon̪ɛ# | #t̪ˌaˈũn̪# | #t̪ˌaˈũn̪# | #t̪ˈãː# | #t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1184   | #t̪ˈɑblɑ# | #t̪ˈablə# | #t̪ˈablə# | #t̪ˈablə# | #t̪abl# {GOLD: #t̪abl#}
1185   | #t̪ˈɑkkɑ# | #t̪ˈat͡ʃə# | #t̪ˈaʃə# | #t̪ˈaʃə# | #t̪aʃ# {GOLD: #t̪aʃ#}
1186   | #t̪ˌɑkkˈon̪ɛ# | #t̪ˌakˈũn̪# | #t̪ˌakˈũn̪# | #t̪ˌakˈũː# | #t̪akɔ̃# {GOLD: #t̪akɔ̃#}
1187   | #t̪ˌɑxson̪ˈɑrʝɑ# | #t̪ˌajzn̪ˈie̯rə# | #t̪ˌɛ̃j̃n̪jˈerə# | #t̪ˌɛ̃n̪jˈerə# | #t̪ɛn̪jɛʁ# {GOLD: #t̪an̪jɛʁ#}
1188   | #t̪ˌɑxsˈon̪ɛ# | #t̪ˌajsˈũn̪# | #t̪ˌɛsˈũn̪# | #t̪ˌɛsˈũː# | #t̪ɛsɔ̃# {GOLD: #t̪ɛsɔ̃#}
1189   | #t̪ˌɑkˈut̪o# | #t̪ˌaˈyθ# | #t̪ˌəˈy# | #t̪ə̯ˈy# | #t̪y# {GOLD: #t̪y#}
1190   | #t̪ˈɑlɛ# | #t̪ˈeːl# | #t̪ˈel# | #t̪ˈel# | #t̪ɛl# {GOLD: #t̪ɛl#}
1191   | #t̪ˈɑles# | #t̪ˈaɫs# | #t̪ˈaws# | #t̪ˈoːs# | #t̪o# {GOLD: #t̪jø#}
1192   | #t̪ˌɑlʝˈɑrɛ# | #t̪ˌaʎˈie̯r# | #t̪ˌaʎjˈer# | #t̪ˌaʎˈer# | #t̪aje# {GOLD: #t̪aje#}
1193   | #t̪ˌɑlˈon̪ɛ# | #t̪ˌalˈũn̪# | #t̪ˌalˈũn̪# | #t̪ˌalˈũː# | #t̪alɔ̃# {GOLD: #t̪alɔ̃#}
1194   | #t̪ˈɑɫpɑ# | #t̪ˈaɫpə# | #t̪ˈawpə# | #t̪ˈoːpə# | #t̪op# {GOLD: #t̪op#}
1195   | #t̪ˌɑlˈut̪o# | #t̪ˌalˈyθ# | #t̪ˌalˈy# | #t̪ˌalˈy# | #t̪aly# {GOLD: #t̪aly#}
1196   | #t̪ˌɑmˈɛsʝo# | #t̪ˌãmˈis# | #t̪ˌãmˈis# | #t̪ˌãmˈis# | #t̪ami# {GOLD: #t̪ami#}
1197   | #t̪ˈɑn̪n̪o# | #t̪ˈãn̪# | #t̪ˈãn̪# | #t̪ˈãː# | #t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1198   | #t̪ˈɑn̪t̪o# | #t̪ˈãn̪t̪# | #t̪ˈãn̪t̪# | #t̪ˈãːt̪# | #t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1199   | #t̪ˈɑrd̪ɑ# | #t̪ˈard̪ə# | #t̪ˈard̪ə# | #t̪ˈard̪ə# | #t̪aʁd̪# {GOLD: #t̪aʁd̪#}
1200   | #t̪ˈɑrd̪o# | #t̪ˈart̪# | #t̪ˈart̪# | #t̪ˈart̪# | #t̪aʁ# {GOLD: #t̪aʁ#}
1201   | #t̪ˈe# | #t̪ˈej# | #t̪wˈɛ# | #t̪wˈɛ# | #t̪wa# {GOLD: #t̪wa#}
1202   | #t̪ˈekɑ# | #t̪ˈejə# | #t̪wˈɛə# | #t̪wˈɛː# | #t̪wa# {GOLD: #t̪ɛ#}
1203   | #t̪ˈext̪o# | #t̪ˈejt̪# | #t̪wˈɛt̪# | #t̪wˈɛt̪# | #t̪wa# {GOLD: #t̪wa#}
1204   | #t̪ˈelɑ# | #t̪ˈejlə# | #t̪wˈɛlə# | #t̪wˈɛlə# | #t̪wal# {GOLD: #t̪wal#}
1205   | #t̪ˌɛmpˈɛst̪ɑ# | #t̪ˌẽmpˈɛst̪ə# | #t̪ˌãn̪pˈɛːt̪ə# | #t̪ˌãːpˈɛːt̪ə# | #t̪ɑ̃pɛt̪# {GOLD: #t̪ɑ̃pɛt̪#}
1206   | #t̪ˈɛmpos# | #t̪ˈɛ̃ms# | #t̪ˈãn̪s# | #t̪ˈãːs# | #t̪ɑ̃# {GOLD: #t̪ɑ̃#}
1207   | #t̪ˌɛn̪ˈɑklɑ# | #t̪ˌən̪ˈaʎə# | #t̪ˌən̪ˈaʎə# | #t̪ˌən̪ˈaʎə# | #t̪ən̪ɑj# {GOLD: #t̪ən̪ɑj#}
1208   | #t̪ˈɛn̪d̪ɛrɛ# | #t̪ˈɛ̃n̪d̪rə# | #t̪ˈãn̪d̪rə# | #t̪ˈãːd̪rə# | #t̪ɑ̃d̪ʁ# {GOLD: #t̪ɑ̃d̪ʁ#}
1209   | #t̪ˈɛn̪ʝɑt̪# | #t̪ˈie̯ɲəθ# | #t̪jˈẽɲə# | #t̪jˈẽɲə# | #t̪jɛɲ# {GOLD: #t̪jɛn̪#}
1210   | #t̪ˈɛn̪ɛn̪t̪# | #t̪ˈie̯n̪ən̪t̪# | #t̪jˈẽn̪ət̪# | #t̪jˈẽn̪ə# | #t̪jɛn̪# {GOLD: #t̪jɛn̪#}
1211   | #t̪ˈɛn̪ʝɔ# | #t̪ˈie̯ɲ# | #t̪jˈẽɲ# | #t̪jˈẽː# | #t̪jɛ̃# {GOLD: #t̪jɛ̃#}
1212   | #t̪ˈɛn̪ro# | #t̪ˈɛ̃n̪d̪rə# | #t̪ˈãn̪d̪rə# | #t̪ˈãːd̪rə# | #t̪ɑ̃d̪ʁ# {GOLD: #t̪ɑ̃d̪ʁ#}
1213   | #t̪ˈɛn̪ɛt# | #t̪ˈie̯n̪t# | #t̪jˈẽn̪t# | #t̪jˈẽːt# | #t̪jɛ̃# {GOLD: #t̪jɛ̃#}
1214   | #t̪ˌɛn̪ˈirɛ# | #t̪ˌən̪ˈir# | #t̪ˌən̪ˈir# | #t̪ˌən̪ˈir# | #t̪ən̪iʁ# {GOLD: #t̪ən̪iʁ#}
1215   | #t̪ˈesɑ# | #t̪ˈejzə# | #t̪wˈɛzə# | #t̪wˈɛzə# | #t̪waz# {GOLD: #t̪waz#}
1216   | #t̪ˌɛn̪t͡sʲʝˈɑrɛ# | #t̪ˌẽn̪t͡sʲˈie̯r# | #t̪ˌãn̪sʲjˈer# | #t̪ˌãːsˈer# | #t̪ɑ̃se# {GOLD: #t̪ɑ̃se#}
1217   | #t̪ˈɛped̪o# | #t̪ˈie̯d̪ə# | #t̪jˈed̪ə# | #t̪jˈed̪ə# | #t̪jɛd̪# {GOLD: #t̪jɛd̪#}
1218   | #t̪ˌɛrrˈen̪o# | #t̪ˌerrˈẽj̃n̪# | #t̪ˌerˈɛ̃j̃n̪# | #t̪ˌerˈɛ̃ː# | #t̪eʁɛ̃# {GOLD: #t̪əʁɛ̃#}
1219   | #t̪ˈɛrrɑ# | #t̪ˈɛrrə# | #t̪ˈɛrə# | #t̪ˈɛrə# | #t̪ɛʁ# {GOLD: #t̪ɛʁ#}
1220   | #t̪ˈɛrt͡sʲʝɑ# | #t̪ˈie̯rt͡sʲə# | #t̪jˈersʲə# | #t̪jˈersə# | #t̪jɛʁs# {GOLD: #t̪jɛʁs#}
1221   | #t̪ˈɛrt͡sʲʝo# | #t̪ˈie̯rt͡sʲ# | #t̪jˈersʲ# | #t̪jˈers# | #t̪jɛʁ# {GOLD: #t̪jɛʁ#}
1222   | #t̪ˌɛst̪emˈon̪ʝo# | #t̪ˌɛzmˈũj̃ɲ# | #t̪ˌɛ̃ːmwˈĩɲ# | #t̪ˌɛ̃ːmwˈɛ̃ː# | #t̪ɛmwɛ̃# {GOLD: #t̪emwɛ̃#}
1223   | #t̪ˈɛst̪ɑ# | #t̪ˈɛst̪ə# | #t̪ˈɛːt̪ə# | #t̪ˈɛːt̪ə# | #t̪ɛt̪# {GOLD: #t̪ɛt̪#}
1224   | #t̪ˈɛst̪o# | #t̪ˈɛst̪# | #t̪ˈɛːt̪# | #t̪ˈɛːt̪# | #t̪ɛ# {GOLD: #t̪ɛ#}
1225   | #t̪ˈibʝɑ# | #t̪ˈid͡ʒə# | #t̪ˈiʒə# | #t̪ˈiʒə# | #t̪iʒ# {GOLD: #t̪iʒ#}
1226   | #t̪ˌimˈon̪ɛ# | #t̪ˌimˈũn̪# | #t̪ˌĩmˈũn̪# | #t̪ˌimˈũː# | #t̪imɔ̃# {GOLD: #t̪imɔ̃#}
1227   | #t̪ˈeŋkɑ# | #t̪ˈẽn̪t͡ʃə# | #t̪ˈãn̪ʃə# | #t̪ˈãːʃə# | #t̪ɑ̃ʃ# {GOLD: #t̪ɑ̃ʃ#}
1228   | #t̪ˌit͡sʲʝˈon̪ɛ# | #t̪ˌizˈũn̪# | #t̪ˌizˈũn̪# | #t̪ˌizˈũː# | #t̪izɔ̃# {GOLD: #t̪izɔ̃#}
1229   | #t̪ˌosʝˈon̪ɛ# | #t̪ˌojzˈũn̪# | #t̪wˌɛzˈũn̪# | #t̪wˌɛzˈũː# | #t̪wazɔ̃# {GOLD: #t̪wazɔ̃#}
1230   | #t̪ˌɔn̪ˈet̪ro# | #t̪ˌũn̪ˈejðrə# | #t̪ˌũn̪ˈɛrə# | #t̪ˌũn̪ˈɛrə# | #t̪ɔn̪ɛʁ# {GOLD: #t̪ɔn̪ɛʁ#}
1231   | #t̪ˈɔrkɑ# | #t̪ˈɔrt͡ʃə# | #t̪ˈɔrʃə# | #t̪ˈɔrʃə# | #t̪ɔʁʃ# {GOLD: #t̪ɔʁʃ#}
1232   | #t̪ˌɔrmˈɛn̪t̪ɑ# | #t̪ˌormˈɛ̃n̪t̪ə# | #t̪ˌurmˈãn̪t̪ə# | #t̪ˌurmˈãːt̪ə# | #t̪uʁmɑ̃t̪# {GOLD: #t̪uʁmɑ̃t̪#}
1233   | #t̪ˌɔrmˈɛn̪t̪o# | #t̪ˌormˈɛ̃n̪t̪# | #t̪ˌurmˈãn̪t̪# | #t̪ˌurmˈãːt̪# | #t̪uʁmɑ̃# {GOLD: #t̪uʁmɑ̃#}
1234   | #t̪ˌɔrn̪ˈɑrɛ# | #t̪ˌorn̪ˈeːr# | #t̪ˌurn̪ˈer# | #t̪ˌurn̪ˈer# | #t̪uʁn̪e# {GOLD: #t̪uʁn̪e#}
1235   | #t̪ˌɔrn̪ɑt̪ˈurɑ# | #t̪ˌorn̪əðˈyrə# | #t̪ˌurn̪əˈyrə# | #t̪ˌurn̪ə̯ˈyrə# | #t̪uʁn̪yʁ# {GOLD: #t̪uʁn̪yʁ#}
1236   | #t̪ˈɔrso# | #t̪ˈɔrs# | #t̪ˈɔrs# | #t̪ˈɔrs# | #t̪ɔʁ# {GOLD: #t̪ɔʁ#}
1237   | #t̪ˌɔrt̪ˈiccʝo# | #t̪ˌɔrt̪ˈit͡sʲ# | #t̪ˌɔrt̪ˈisʲ# | #t̪ˌɔrt̪ˈis# | #t̪ɔʁt̪i# {GOLD: #t̪ɔʁt̪i#}
1238   | #t̪ˈɔrt̪o# | #t̪ˈɔrt̪# | #t̪ˈɔrt̪# | #t̪ˈɔrt̪# | #t̪ɔʁ# {GOLD: #t̪ɔʁ#}
1239   | #t̪ˌɔrt̪ˈurɑ# | #t̪ˌɔrt̪ˈyrə# | #t̪ˌɔrt̪ˈyrə# | #t̪ˌɔrt̪ˈyrə# | #t̪ɔʁt̪yʁ# {GOLD: #t̪ɔʁt̪yʁ#}
1240   | #t̪ˈɔst̪o# | #t̪ˈɔst̪# | #t̪ˈoːt̪# | #t̪ˈoːt̪# | #t̪o# {GOLD: #t̪o#}
1241   | #t̪ˈot̪t̪ɑ# | #t̪ˈot̪ə# | #t̪ˈut̪ə# | #t̪ˈut̪ə# | #t̪ut̪# {GOLD: #t̪ut̪#}
1242   | #t̪ˈot̪t̪ɑs# | #t̪ˈot̪əs# | #t̪ˈut̪əs# | #t̪ˈut̪ə# | #t̪ut̪# {GOLD: #t̪ut̪#}
1243   | #t̪ˈot̪t̪os# | #t̪ˈot͡s# | #t̪ˈus# | #t̪ˈus# | #t̪u# {GOLD: #t̪us#}
1244   | #t̪ˈot̪t̪o# | #t̪ˈot̪# | #t̪ˈɔt̪# | #t̪ˈɔt̪# | #t̪o# {GOLD: #t̪u#}
1245   | #t̪rˈɑd̪et̪ɔr# | #t̪rˈat̪rə# | #t̪rˈat̪rə# | #t̪rˈat̪rə# | #t̪ʁat̪ʁ# {GOLD: #t̪ʁɛt̪ʁ#}
1246   | #t̪rˈɑɣrɛ# | #t̪rˈajrə# | #t̪rˈɛrə# | #t̪rˈɛrə# | #t̪ʁɛʁ# {GOLD: #t̪ʁɛʁ#}
1247   | #t̪rˌɑxt̪ˈɑrɛ# | #t̪rˌajt̪ʲˈie̯r# | #t̪rˌɛt̪ʲjˈer# | #t̪rˌɛt̪ˈer# | #t̪ʁɛt̪e# {GOLD: #t̪ʁɛt̪e#}
1248   | #t̪rˈɑxt̪o# | #t̪rˈajt̪# | #t̪rˈɛt̪# | #t̪rˈɛt̪# | #t̪ʁɛ# {GOLD: #t̪ʁɛ#}
1249   | #t̪rˈɑs# | #t̪rˈeːs# | #t̪rˈes# | #t̪rˈes# | #t̪ʁe# {GOLD: #t̪ʁɛ#}
1250   | #t̪rˈɑwko# | #t̪rˈɔw# | #t̪rˈu# | #t̪rˈu# | #t̪ʁu# {GOLD: #t̪ʁu#}
1251   | #t̪rˌɛmolˈɑrɛ# | #t̪rˌẽmblˈeːr# | #t̪rˌãn̪blˈer# | #t̪rˌãːblˈer# | #t̪ʁɑ̃ble# {GOLD: #t̪ʁɑ̃ble#}
1252   | #t̪rˈɛmlo# | #t̪rˈɛ̃mblə# | #t̪rˈãn̪blə# | #t̪rˈãːblə# | #t̪ʁɑ̃bl# {GOLD: #t̪ʁɑ̃bl#}
1253   | #t̪rˈes# | #t̪rˈejs# | #t̪rwˈɛs# | #t̪rwˈɛs# | #t̪ʁwa# {GOLD: #t̪ʁwa#}
1254   | #t̪rˈeffɔlo# | #t̪rˈeflə# | #t̪rˈɛflə# | #t̪rˈɛflə# | #t̪ʁɛfl# {GOLD: #t̪ʁɛfl#}
1255   | #t̪rˌeʝˈen̪t̪ɑ# | #t̪rˌəˈẽn̪t̪ə# | #t̪rˌəˈãn̪t̪ə# | #t̪rˈãːt̪ə# | #t̪ʁɑ̃t̪# {GOLD: #t̪ʁɑ̃t̪#}
1256   | #t̪rˈekɑssɛ# | #t̪rˈejsə# | #t̪rwˈɛsə# | #t̪rwˈɛsə# | #t̪ʁwas# {GOLD: #t̪ʁwa#}
1257   | #t̪rˈeklɑ# | #t̪rˈeʎə# | #t̪rˈɛʎə# | #t̪rˈɛʎə# | #t̪ʁɛj# {GOLD: #t̪ʁɛj#}
1258   | #t̪rˌemˈɔʝʝɑ# | #t̪rˌəmˈyjə# | #t̪rˌəmˈyjə# | #t̪rˌəmˈyj# | #t̪ʁəmyj# {GOLD: #t̪ʁemi#}
1259   | #t̪rˌeŋkˈɑrɛ# | #t̪rˌẽn̪t͡ʃˈie̯r# | #t̪rˌãn̪ʃjˈer# | #t̪rˌãːʃˈer# | #t̪ʁɑ̃ʃe# {GOLD: #t̪ʁɑ̃ʃe#}
1260   | #t̪rˈɔʝʝɑ# | #t̪rˈyjə# | #t̪rˈyjə# | #t̪rˈyj# | #t̪ʁyj# {GOLD: #t̪ʁɥi#}
1261   | #t̪rˈɔxt̪ɑ# | #t̪rˈyjt̪ə# | #t̪rˈyjt̪ə# | #t̪rˈyjt̪ə# | #t̪ʁyjt̪# {GOLD: #t̪ʁɥit̪#}
1262   | #t̪rˌɔpˈɑrɛ# | #t̪rˌovˈeːr# | #t̪rˌuvˈer# | #t̪rˌuvˈer# | #t̪ʁuve# {GOLD: #t̪ʁuve#}
1263   | #t̪rˌɔpɑt̪ˈorɛ# | #t̪rˌovəðˈowr# | #t̪rˌuvəˈør# | #t̪rˌuvə̯ˈør# | #t̪ʁuvœʁ# {GOLD: #t̪ʁuvœʁ#}
1264   | #t̪rˌuɣˈɑn̪t̪o# | #t̪rˌyˈãn̪t̪# | #t̪rˌyˈãn̪t̪# | #t̪rˌyˈãːt̪# | #t̪ʁyɑ̃# {GOLD: #t̪ʁyɑ̃#}
1265   | #t̪rˈoŋn̪ɑ# | #t̪rˈũɲə# | #t̪rˈũɲə# | #t̪rˈũɲə# | #t̪ʁɔɲ# {GOLD: #t̪ʁɔɲ#}
1266   | #t̪rˈoŋko# | #t̪rˈũŋk# | #t̪rˈũŋk# | #t̪rˈũːk# | #t̪ʁɔ̃# {GOLD: #t̪ʁɔ̃#}
1267   | #t̪ˈu# | #t̪ˈy# | #t̪ˈy# | #t̪ˈy# | #t̪y# {GOLD: #t̪y#}
1268   | #t̪wˌɑ# | #t̪ˌa# | #t̪ˌa# | #t̪ˌa# | #t̪a# {GOLD: #t̪a#}
1269   | #t̪wˌɑs# | #t̪ˌas# | #t̪ˌas# | #t̪ˌas# | #t̪a# {GOLD: #t̪e#}
1270   | #t̪ˌorbolˈɑrɛ# | #t̪ˌorblˈeːr# | #t̪ˌurblˈer# | #t̪ˌurblˈer# | #t̪uʁble# {GOLD: #t̪ʁuble#}
1271   | #t̪ˈon̪n̪ɑ# | #t̪ˈũn̪ə# | #t̪ˈũn̪ə# | #t̪ˈũn̪ə# | #t̪ɔn̪# {GOLD: #t̪ɔn̪#}
1272   | #t̪ˈorrɛ# | #t̪ˈor# | #t̪ˈur# | #t̪ˈur# | #t̪uʁ# {GOLD: #t̪uʁ#}
1273   | #t̪ˈort̪ɑ# | #t̪ˈort̪ə# | #t̪ˈurt̪ə# | #t̪ˈurt̪ə# | #t̪uʁt̪# {GOLD: #t̪uʁt̪#}
1274   | #t̪ˌort̪orˈɛllɑ# | #t̪ˌort̪rˈɛlə# | #t̪ˌurt̪rˈɛlə# | #t̪ˌurt̪rˈɛlə# | #t̪uʁt̪ʁɛl# {GOLD: #t̪uʁt̪əʁɛl#}
1275   | #t̪ˈossɛ# | #t̪ˈos# | #t̪ˈus# | #t̪ˈus# | #t̪u# {GOLD: #t̪u#}
1276   | #t̪wˌom# | #t̪ˌũn̪# | #t̪ˌũn̪# | #t̪ˌũː# | #t̪ɔ̃# {GOLD: #t̪ɔ̃#}
1277   | #ˌoβi# | #ˌo# | #ˌu# | #ˌu# | #u# {GOLD: #u#}
1278   | #ˈombrɑ# | #ˈũmbrə# | #ˈũn̪brə# | #ˈũːbrə# | #ɔ̃bʁ# {GOLD: #ɔ̃bʁ#}
1279   | #ˈomkwɑ# | #ˈũmkwə# | #ˈũn̪kə# | #ˈũːkə# | #ɔ̃k# {GOLD: #ɔ̃k#}
1280   | #ˈun̪ɑ# | #ˈyn̪ə# | #ˈỹn̪ə# | #ˈyn̪ə# | #yn̪# {GOLD: #yn̪#}
1281   | #ˈon̪d̪ɑ# | #ˈũn̪d̪ə# | #ˈũn̪d̪ə# | #ˈũːd̪ə# | #ɔ̃d̪# {GOLD: #ɔ̃d̪#}
1282   | #ˈon̪d̪ɛce# | #ˈũn̪d͡zə# | #ˈũn̪zə# | #ˈũːzə# | #ɔ̃z# {GOLD: #ɔ̃z#}
1283   | #ˌon̪ʝˈon̪ɛ# | #ˌũɲˈũn̪# | #ˌũɲˈũn̪# | #ˌũɲˈũː# | #ɔɲɔ̃# {GOLD: #ɔɲɔ̃#}
1284   | #ˈoŋɡlɑ# | #ˈũŋɡlə# | #ˈũŋɡlə# | #ˈũːɡlə# | #ɔ̃ɡl# {GOLD: #ɔ̃ɡl#}
1285   | #ˈoŋcʝɑ# | #ˈũn̪t͡sʲə# | #ˈũn̪sʲə# | #ˈũːsə# | #ɔ̃s# {GOLD: #ɔ̃s#}
1286   | #ˈun̪o# | #ˈyn̪# | #ˈỹn̪# | #ˈỹː# | #œ̃# {GOLD: #œ̃#}
1287   | #ˈorsɑ# | #ˈorsə# | #ˈursə# | #ˈursə# | #uʁs# {GOLD: #uʁs#}
1288   | #ˈust͡sʲʝo# | #ˈyjs# | #ˈyjs# | #ˈyjs# | #yj# {GOLD: #ɥi#}
1289   | #βʷˌɑlˈɛn̪t͡sʲʝɑ# | #vˌalˈɛ̃n̪t͡sʲə# | #vˌalˈãn̪sʲə# | #vˌalˈãːsə# | #valɑ̃s# {GOLD: #valɑ̃s#}
1290   | #βʷˌɑlˈerɛ# | #vˌalˈejr# | #vˌalwˈɛr# | #vˌalwˈɛr# | #valwaʁ# {GOLD: #valwaʁ#}
1291   | #βʷˈɑllɛ# | #vˈal# | #vˈal# | #vˈal# | #val# {GOLD: #val#}
1292   | #βʷˈɑlles# | #vˈaɫs# | #vˈaws# | #vˈoːs# | #vo# {GOLD: #vo#}
1293   | #βʷˌɑlˈorɛ# | #vˌalˈowr# | #vˌalˈør# | #vˌalˈør# | #valœʁ# {GOLD: #valœʁ#}
1294   | #βʷˈɑkkɑ# | #vˈat͡ʃə# | #vˈaʃə# | #vˈaʃə# | #vaʃ# {GOLD: #vaʃ#}
1295   | #βʷˈɑn̪ɑ# | #vˈãj̃n̪ə# | #vˈɛ̃j̃n̪ə# | #vˈɛ̃n̪ə# | #vɛn̪# {GOLD: #vɛn̪#}
1296   | #βʷˌɑn̪et̪ˈɑrɛ# | #vˌãn̪t̪ˈeːr# | #vˌãn̪t̪ˈer# | #vˌãːt̪ˈer# | #vɑ̃t̪e# {GOLD: #vɑ̃t̪e#}
1297   | #βʷˈɑn̪n̪ˌɛllo# | #vˈãn̪ˌɛl# | #vˈãn̪e̯ˌaw# | #vˈãn̪ə̯ˌoː# | #van̪o# {GOLD: #van̪o#}
1298   | #βʷˈɑn̪o# | #vˈãj̃n̪# | #vˈɛ̃j̃n̪# | #vˈɛ̃ː# | #vɛ̃# {GOLD: #vɛ̃#}
1299   | #βʷˈɑrʝo# | #vˈajrə# | #vˈɛrə# | #vˈɛrə# | #vɛʁ# {GOLD: #vɛʁ#}
1300   | #βʷˌɑrrˈɛn̪n̪ɑ# | #vˌarrˈɛ̃n̪ə# | #vˌarˈãn̪ə# | #vˌarˈãn̪ə# | #vaʁan̪# {GOLD: #vaʁɛn̪#}
1301   | #βʷˌɑscˈɛllɑ# | #vˌajsˈɛlə# | #vˌɛsˈɛlə# | #vˌɛsˈɛlə# | #vɛsɛl# {GOLD: #vɛsɛl#}
1302   | #βʷˌɑscˈɛllo# | #vˌajsˈɛl# | #vˌɛse̯ˈaw# | #vˌɛsə̯ˈoː# | #vɛso# {GOLD: #vɛso#}
1303   | #βʷˌɑssɛllˈet̪t̪o# | #vˌazlˈet̪# | #vˌaːlˈet̪# | #vˌaːlˈet̪# | #vɑle# {GOLD: #vale#}
1304   | #βʷˌecˈin̪ɑ# | #vˌejzˈin̪ə# | #vwˌɛzˈĩn̪ə# | #vwˌɛzˈin̪ə# | #vwazin̪# {GOLD: #vwazin̪#}
1305   | #βʷˌecˈin̪o# | #vˌejzˈin̪# | #vwˌɛzˈĩn̪# | #vwˌɛzˈẽː# | #vwazɛ̃# {GOLD: #vwazɛ̃#}
1306   | #βʷˈɛxt̪ɛ# | #vˈit̪# | #vˈit̪# | #vˈit̪# | #vi# {GOLD: #vi#}
1307   | #βʷˌɛxt̪ˈurɑ# | #vˌejt̪ˈyrə# | #vwˌɛt̪ˈyrə# | #vwˌɛt̪ˈyrə# | #vwat̪yʁ# {GOLD: #vwat̪yʁ#}
1308   | #βʷˈelɑ# | #vˈojlə# | #vwˈɛlə# | #vwˈɛlə# | #vwal# {GOLD: #vwal#}
1309   | #βʷˈɛɫt̪ro# | #vˈɛɫt̪rə# | #ve̯ˈawt̪rə# | #və̯ˈoːt̪rə# | #vɔt̪ʁ# {GOLD: #vot̪ʁ#}
1310   | #βʷˌen̪ɑt̪ˈorɛ# | #vˌən̪əðˈowr# | #vˌən̪əˈør# | #vˌən̪ə̯ˈør# | #vən̪œʁ# {GOLD: #vən̪œʁ#}
1311   | #βʷˈɛn̪d̪ɛrɛ# | #vˈɛ̃n̪d̪rə# | #vˈãn̪d̪rə# | #vˈãːd̪rə# | #vɑ̃d̪ʁ# {GOLD: #vɑ̃d̪ʁ#}
1312   | #βʷˌɛn̪ɛresd̪ˈiɛ# | #vˌẽn̪d̪rəzd̪ˈi# | #vˌãn̪d̪rəd̪ˈi# | #vˌãːd̪rəd̪ˈi# | #vɑ̃d̪ʁəd̪i# {GOLD: #vɑ̃d̪ʁəd̪i#}
1313   | #βʷˌɛn̪ˈirɛ# | #vˌən̪ˈir# | #vˌən̪ˈir# | #vˌən̪ˈir# | #vən̪iʁ# {GOLD: #vən̪iʁ#}
1314   | #βʷˈɛn̪n̪ɑ# | #vˈɛ̃n̪ə# | #vˈãn̪ə# | #vˈãn̪ə# | #van̪# {GOLD: #van̪#}
1315   | #βʷˈɛn̪t̪o# | #vˈɛ̃n̪t̪# | #vˈãn̪t̪# | #vˈãːt̪# | #vɑ̃# {GOLD: #vɑ̃#}
