etID  | Input | Late Latin | Old French I | Old French II | Middle French  | Output {GOLD}
872    | #ˈost̪reɑ# | *#ˈɔst̪rʝɑ# | *#ˈyjst̪rə# | *#ɥˈiːt̪rə# | *#ɥˈiːt̪rə# | *#ɥit̪ʁ# {GOLD: #ɥit̪ʁ#}
873    | #ˈokt̪oː# | *#ˈɔxt̪o# | *#ˈyjt̪# | *#ɥˈit̪# | *#ɥˈit̪# | *#ɥit̪# {GOLD: #ɥit̪#}
874    | #ˈokuloːs# | *#ˈɔklos# | *#ˈye̯ɫt͡sʲ# | *#jˈøsʲ# | *#jˈøs# | *#jø# {GOLD: #jø#}
875    | #ˈokulum# | *#ˈɔklo# | *#ˈye̯ʎ# | *#ˈøʎ# | *#ˈøʎ# | *#œj# {GOLD: #œj#}
876    | #ˈoperɑ# | *#ˈɔpɛrɑ# | *#ˈye̯vrə# | *#ˈøvrə# | *#ˈøvrə# | *#œvʁ# {GOLD: #œvʁ#}
877    | #ˌoperˈɑːrium# | *#ˌɔpɛrˈɑrʝo# | *#ˌovrˈie̯r# | *#ˌuvrjˈer# | *#ˌuvrjˈer# | *#uvʁije# {GOLD: #uvʁije#}
878    | #ˈoːrd̪in̪em# | *#ˈord̪en̪ɛ# | *#ˈord̪rə# | *#ˈɔrd̪rə# | *#ˈɔrd̪rə# | *#ɔʁd̪ʁ# {GOLD: #ɔʁd̪ʁ#}
879    | #ˈorn̪ɑːmˈen̪t̪um# | *#ˈɔrn̪ɑmˈɛn̪t̪o# | *#ˈɔrn̪əmˈɛ̃n̪t̪# | *#ˈɔrn̪əmˈãn̪t̪# | *#ˈɔrn̪əmˈãːt̪# | *#ɔʁn̪əmɑ̃# {GOLD: #ɔʁn̪əmɑ̃#}
880    | #ˌowˈikulɑm# | *#ˌɔβʷˈeklɑ# | *#ˌoˈeʎə# | *#ˌuˈɛʎə# | *#ˌuˈɛʎə# | *#waj# {GOLD: #wɑj#}
881    | #ˈowum# | *#ˈɔβʷo# | *#ˈye̯f# | *#ˈøf# | *#ˈøf# | *#œf# {GOLD: #œf#}
882    | #pˌɑːɡˈɑːn̪um# | *#pˌɑɣˈɑn̪o# | *#pˌajˈie̯n̪# | *#pˌajjˈẽn̪# | *#pˌajjˈẽː# | *#pajɛ̃# {GOLD: #pajɛ̃#}
883    | #pˌɑːɡˈeːn̪sem# | *#pˌɑʝˈesɛ# | *#pˌajˈis# | *#pˌajˈiːs# | *#pˌajˈiːs# | *#pɛi# {GOLD: #pɛi#}
884    | #pˈɑːkem# | *#pˈɑcɛ# | *#pˈajt͡sʲ# | *#pˈɛsʲ# | *#pˈɛs# | *#pɛ# {GOLD: #pɛ#}
885    | #pˈɑːlɑm# | *#pˈɑlɑ# | *#pˈeːlə# | *#pˈelə# | *#pˈelə# | *#pɛl# {GOLD: #pɛl#}
886    | #pˈɑːloːs# | *#pˈɑlos# | *#pˈaɫs# | *#pˈaws# | *#pˈoːs# | *#po# {GOLD: #pjø#}
887    | #pˈɑːlum# | *#pˈɑlo# | *#pˈeːl# | *#pˈel# | *#pˈel# | *#pɛl# {GOLD: #pjø#}
888    | #pˌɑlˈɑːt̪ium# | *#pˌɑlˈɑt͡sʲʝo# | *#pˌalˈajt͡sʲ# | *#pˌalˈɛsʲ# | *#pˌalˈɛs# | *#palɛ# {GOLD: #palɛ#}
889    | #pˈɑleɑm# | *#pˈɑlʝɑ# | *#pˈaʎə# | *#pˈaʎə# | *#pˈaʎə# | *#pɑj# {GOLD: #pɑj#}
890    | #pˌɑleˈɑːrium# | *#pˌɑlʝˈɑrʝo# | *#pˌaʎˈie̯r# | *#pˌaʎjˈer# | *#pˌaʎˈer# | *#paje# {GOLD: #pɑje#}
891    | #pˈɑlmɑm# | *#pˈɑɫmɑ# | *#pˈaɫmə# | *#pˈawmə# | *#pˈoːmə# | *#pom# {GOLD: #pom#}
892    | #pˌɑlpˈet̪rɑm# | *#pˌɑɫpˈɛt̪rɑ# | *#pˌaɫpˈie̯ðrə# | *#pˌawpjˈerə# | *#pˌoːpjˈerə# | *#popjɛʁ# {GOLD: #popjɛʁ#}
893    | #pˈɑːn̪em# | *#pˈɑn̪ɛ# | *#pˈãj̃n̪# | *#pˈɛ̃j̃n̪# | *#pˈɛ̃ː# | *#pɛ̃# {GOLD: #pɛ̃#}
894    | #pˌɑːn̪ˈɑːrium# | *#pˌɑn̪ˈɑrʝo# | *#pˌãn̪ˈie̯r# | *#pˌãn̪jˈer# | *#pˌãn̪jˈer# | *#pan̪je# {GOLD: #pan̪je#}
895    | #pˌɑn̪n̪ˈellum# | *#pˌɑn̪n̪ˈɛllo# | *#pˌãn̪ˈɛl# | *#pˌãn̪e̯ˈaw# | *#pˌãn̪ə̯ˈoː# | *#pan̪o# {GOLD: #pan̪o#}
896    | #pˈɑn̪n̪um# | *#pˈɑn̪n̪o# | *#pˈãn̪# | *#pˈãn̪# | *#pˈãː# | *#pɑ̃# {GOLD: #pɑ̃#}
897    | #pˈɑn̪t̪ikem# | *#pˈɑn̪t̪ecɛ# | *#pˈãn̪t͡sʲə# | *#pˈãn̪sʲə# | *#pˈãːsə# | *#pɑ̃s# {GOLD: #pɑ̃s#}
898    | #pˌɑːpiliˈoːn̪em# | *#pˌɑpelʝˈon̪ɛ# | *#pˌaviʎˈũn̪# | *#pˌaviʎˈũn̪# | *#pˌaviʎˈũː# | *#pavijɔ̃# {GOLD: #pavijɔ̃#}
899    | #pˈɑːr# | *#pˈɑr# | *#pˈeːr# | *#pˈer# | *#pˈer# | *#pɛʁ# {GOLD: #pɛʁ#}
900    | #pˌɑrˈɑbolɑm# | *#pˌɑrˈɑβɔlɑ# | *#pˌarˈɔlə# | *#pˌarˈɔlə# | *#pˌarˈɔlə# | *#paʁɔl# {GOLD: #paʁɔl#}
901    | #pˌɑrɑwerˈeːd̪um# | *#pˌɑrɑβʷɛrˈed̪o# | *#pˌaləfrˈejθ# | *#pˌaləfrwˈɛ# | *#pˌalfrwˈɛ# | *#palfʁwa# {GOLD: #paləfʁwa#}
902    | #pˈɑrem# | *#pˈɑrɛ# | *#pˈeːr# | *#pˈer# | *#pˈer# | *#pɛʁ# {GOLD: #pɛʁ#}
903    | #pˌɑrˈen̪t̪em# | *#pˌɑrˈɛn̪t̪ɛ# | *#pˌarˈɛ̃n̪t̪# | *#pˌarˈãn̪t̪# | *#pˌarˈãːt̪# | *#paʁɑ̃# {GOLD: #paʁɑ̃#}
904    | #pˌɑren̪t̪ˈɑːt̪um# | *#pˌɑrɛn̪t̪ˈɑt̪o# | *#pˌarẽn̪t̪ˈeːθ# | *#pˌarãn̪t̪ˈe# | *#pˌarãːt̪ˈe# | *#paʁɑ̃t̪e# {GOLD: #paʁɑ̃t̪e#}
905    | #pˈɑriɑ# | *#pˈɑrʝɑ# | *#pˈajrə# | *#pˈɛrə# | *#pˈɛrə# | *#pɛʁ# {GOLD: #pɛʁ#}
906    | #pˌɑriˈeːt̪em# | *#pˌɑrˈet̪ɛ# | *#pˌarˈejθ# | *#pˌarwˈɛ# | *#pˌarwˈɛ# | *#paʁwa# {GOLD: #paʁwa#}
907    | #pˌɑrˈikulɑm# | *#pˌɑrˈeklɑ# | *#pˌarˈeʎə# | *#pˌarˈɛʎə# | *#pˌarˈɛʎə# | *#paʁɛj# {GOLD: #paʁej#}
908    | #pˌɑrˈikulum# | *#pˌɑrˈeklo# | *#pˌarˈeʎ# | *#pˌarˈɛʎ# | *#pˌarˈɛʎ# | *#paʁɛj# {GOLD: #paʁej#}
909    | #pˌɑrˈiːsium# | *#pˌɑrˈisʝo# | *#pˌarˈis# | *#pˌarˈiːs# | *#pˌarˈiːs# | *#paʁi# {GOLD: #paʁi#}
910    | #pˈɑrt̪em# | *#pˈɑrt̪ɛ# | *#pˈart̪# | *#pˈart̪# | *#pˈart̪# | *#paʁ# {GOLD: #paʁ#}
911    | #pˈɑrt̪eːs# | *#pˈɑrt̪es# | *#pˈart͡s# | *#pˈars# | *#pˈars# | *#paʁ# {GOLD: #paʁ#}
912    | #pˌɑrt̪ikˈellɑm# | *#pˌɑrt̪ecˈɛllɑ# | *#pˌart͡sʲˈɛlə# | *#pˌarsʲˈɛlə# | *#pˌarsˈɛlə# | *#paʁsɛl# {GOLD: #paʁsɛl#}
913    | #pˈɑssum# | *#pˈɑsso# | *#pˈas# | *#pˈaːs# | *#pˈaːs# | *#pɑ# {GOLD: #pɑ#}
914    | #pˈɑst̪ɑm# | *#pˈɑst̪ɑ# | *#pˈast̪ə# | *#pˈaːt̪ə# | *#pˈaːt̪ə# | *#pɑt̪# {GOLD: #pɑt̪#}
915    | #pˈɑːst̪or# | *#pˈɑst̪ɔr# | *#pˈast̪rə# | *#pˈaːt̪rə# | *#pˈaːt̪rə# | *#pɑt̪ʁ# {GOLD: #pɑt̪ʁ#}
916    | #pˌɑt̪ˈellɑm# | *#pˌɑt̪ˈɛllɑ# | *#pˌaðˈɛlə# | *#pˌaˈɛlə# | *#pˈɛːlə# | *#pɛl# {GOLD: #pwal#}
917    | #pˌɑt̪rˈɑst̪rum# | *#pˌɑt̪rˈɑst̪ro# | *#pˌaðrˈast̪rə# | *#pˌarˈaːt̪rə# | *#pˌarˈaːt̪rə# | *#paʁɑt̪ʁ# {GOLD: #paʁɑt̪ʁ#}
918    | #pˈɑt̪rem# | *#pˈɑt̪rɛ# | *#pˈeːðrə# | *#pˈerə# | *#pˈerə# | *#pɛʁ# {GOLD: #pɛʁ#}
919    | #pˌɑt̪rˈiːn̪um# | *#pˌɑt̪rˈin̪o# | *#pˌaðrˈin̪# | *#pˌarˈĩn̪# | *#pˌarˈẽː# | *#paʁɛ̃# {GOLD: #paʁɛ̃#}
920    | #pˈɑwlum# | *#pˈɑwlo# | *#pˈɔl# | *#pˈu# | *#pˈu# | *#pu# {GOLD: #pɔl#}
921    | #pˌɑːwˈoːn̪em# | *#pˌɑˈon̪ɛ# | *#pˌaˈũn̪# | *#pˌaˈũn̪# | *#pˈãː# | *#pɑ̃# {GOLD: #pɑ̃#}
922    | #pˌɑːwˈoːrem# | *#pˌɑˈorɛ# | *#pˌaˈowr# | *#pˌəˈør# | *#pə̯ˈør# | *#pœʁ# {GOLD: #pœʁ#}
923    | #pˈɑwper# | *#pˈɑwpɛr# | *#pˈɔvrə# | *#pˈɔvrə# | *#pˈoːvrə# | *#pɔvʁ# {GOLD: #povʁ#}
924    | #pˈed̪em# | *#pˈɛd̪ɛ# | *#pˈie̯θ# | *#pjˈe# | *#pjˈe# | *#pje# {GOLD: #pje#}
925    | #pˈed̪eːs# | *#pˈɛd̪es# | *#pˈie̯t͡s# | *#pjˈes# | *#pjˈes# | *#pje# {GOLD: #pje#}
926    | #pˈeːd̪ikɑ# | *#pˈed̪ekɑ# | *#pˈie̯d͡ʒə# | *#pjˈeʒə# | *#pjˈeʒə# | *#pjɛʒ# {GOLD: #pjɛʒ#}
927    | #pˈeːd̪ikum# | *#pˈed̪eko# | *#pˈie̯d͡ʒə# | *#pjˈeʒə# | *#pjˈeʒə# | *#pjɛʒ# {GOLD: #pjɛʒ#}
928    | #pˌed̪it̪ˈɑːliɑ# | *#pˌɛd̪et̪ˈɑlʝɑ# | *#pˈie̯t̪ˈaʎə# | *#pjˈet̪ˈaʎə# | *#pjˈet̪ˈaʎə# | *#pjet̪ɑj# {GOLD: #pjɛt̪aj#}
929    | #pˈeːd̪it̪um# | *#pˈed̪et̪o# | *#pˈet̪# | *#pˈet̪# | *#pˈet̪# | *#pe# {GOLD: #pɛ#}
930    | #pˌed̪ˈoːn̪em# | *#pˌɛd̪ˈon̪ɛ# | *#pˌəðˈũn̪# | *#pˌəˈũn̪# | *#pə̯ˈũː# | *#pɔ̃# {GOLD: #pjɔ̃#}
931    | #pˌed̪ˈukuloːs# | *#pˌɛd̪ˈoklos# | *#pˌəðˈoɫt͡sʲ# | *#pˌəˈusʲ# | *#pə̯ˈus# | *#pu# {GOLD: #pu#}
932    | #pˈejor# | *#pˈɛʝɔr# | *#pˈirə# | *#pˈirə# | *#pˈirə# | *#piʁ# {GOLD: #piʁ#}
933    | #pˈejus# | *#pˈɛʝos# | *#pˈis# | *#pˈiːs# | *#pˈiːs# | *#pi# {GOLD: #pi#}
934    | #pˈekt̪in̪em# | *#pˈɛxt̪en̪ɛ# | *#pˈit̪n̪ə# | *#pˈit̪n̪ə# | *#pˈit̪n̪ə# | *#pit̪n̪# {GOLD: #pɛɲ#}
935    | #pˈekt̪us# | *#pˈɛxt̪os# | *#pˈit͡s# | *#pˈis# | *#pˈis# | *#pi# {GOLD: #pi#}
936    | #pˈellem# | *#pˈɛllɛ# | *#pˈɛl# | *#pe̯ˈaw# | *#pə̯ˈoː# | *#po# {GOLD: #po#}
937    | #pˈelleːs# | *#pˈɛlles# | *#pˈɛɫs# | *#pe̯ˈaws# | *#pə̯ˈoːs# | *#po# {GOLD: #po#}
938    | #pˈen̪d̪it̪ɑm# | *#pˈɛn̪d̪et̪ɑ# | *#pˈɛ̃n̪t̪ə# | *#pˈãn̪t̪ə# | *#pˈãːt̪ə# | *#pɑ̃t̪# {GOLD: #pɑ̃t̪#}
939    | #pˌeːn̪ikˈellum# | *#pˌen̪ecˈɛllo# | *#pˌẽj̃n̪t͡sʲˈɛl# | *#pˌɛ̃j̃n̪sʲe̯ˈaw# | *#pˌɛ̃ːsə̯ˈoː# | *#pɛ̃so# {GOLD: #pɛ̃so#}
940    | #pˈeːn̪silem# | *#pˈeselɛ# | *#pˈejzlə# | *#pwˈɛlə# | *#pwˈɛlə# | *#pwal# {GOLD: #pwal#}
941    | #pˈeːn̪sum# | *#pˈeso# | *#pˈejs# | *#pwˈɛːs# | *#pwˈɛːs# | *#pwa# {GOLD: #pwa#}
942    | #pˌer# | *#pˌɛr# | *#pˌɛr# | *#pˌar# | *#pˌar# | *#paʁ# {GOLD: #paʁ#}
943    | #pˌerd̪ˈiːkem# | *#pˌɛrd̪ˈicɛ# | *#pˌɛrd̪ˈit͡sʲ# | *#pˌɛrd̪ˈisʲ# | *#pˌɛrd̪ˈis# | *#pɛʁd̪i# {GOLD: #pɛʁd̪ʁi#}
944    | #pˈerd̪it̪ɑm# | *#pˈɛrd̪et̪ɑ# | *#pˈɛrt̪ə# | *#pˈɛrt̪ə# | *#pˈɛrt̪ə# | *#pɛʁt̪# {GOLD: #pɛʁt̪#}
945    | #pˌereɡrˈiːn̪um# | *#pˌɛrɛɣrˈin̪o# | *#pˌerrˈin̪# | *#pˌerˈĩn̪# | *#pˌerˈẽː# | *#peʁɛ̃# {GOLD: #pɛlʁɛ̃#}
946    | #pˌerkɑmˈiːn̪um# | *#pˌɛrkɑmˈin̪o# | *#pˌɛrt͡ʃəmˈin̪# | *#pˌarʃəmˈĩn̪# | *#pˌarʃəmˈẽː# | *#paʁʃəmɛ̃# {GOLD: #paʁʃəmɛ̃#}
947    | #pˌerˈiːkulum# | *#pˌɛrˈiklo# | *#pˌerˈiʎ# | *#pˌerˈiʎ# | *#pˌerˈiʎ# | *#peʁij# {GOLD: #peʁil#}
948    | #pˈerkɑm# | *#pˈɛrkɑ# | *#pˈɛrt͡ʃə# | *#pˈɛrʃə# | *#pˈɛrʃə# | *#pɛʁʃ# {GOLD: #pɛʁʃ#}
949    | #pˈern̪ulɑm# | *#pˈɛrn̪olɑ# | *#pˈɛrrlə# | *#pˈɛrlə# | *#pˈɛrlə# | *#pɛʁl# {GOLD: #pɛʁl#}
950    | #pˌerpet̪ˈɑːn̪eum# | *#pˌɛrpɛt̪ˈɑn̪ʝo# | *#pˌɛrpəðˈãj̃ɲ# | *#pˌarpəˈɛ̃j̃ɲ# | *#pˌarpə̯ˈɛ̃ː# | *#paʁpɛ̃# {GOLD: #paʁpɛ̃#}
951    | #pˈersɑm# | *#pˈɛrsɑ# | *#pˈɛrsə# | *#pˈɛrsə# | *#pˈɛrsə# | *#pɛʁs# {GOLD: #pɛʁs#}
952    | #pˈersikɑm# | *#pˈɛrsekɑ# | *#pˈɛrt͡ʃə# | *#pˈɛrʃə# | *#pˈɛrʃə# | *#pɛʁʃ# {GOLD: #pɛʃ#}
953    | #pˌersˈoːn̪ɑm# | *#pˌɛrsˈon̪ɑ# | *#pˌɛrsˈũn̪ə# | *#pˌɛrsˈũn̪ə# | *#pˌɛrsˈũn̪ə# | *#pɛʁsɔn̪# {GOLD: #pɛʁsɔn̪#}
954    | #pˈersum# | *#pˈɛrso# | *#pˈɛrs# | *#pˈɛrs# | *#pˈɛrs# | *#pɛʁ# {GOLD: #pɛʁ#}
955    | #pˈert̪ikɑm# | *#pˈɛrt̪ekɑ# | *#pˈɛrt͡ʃə# | *#pˈɛrʃə# | *#pˈɛrʃə# | *#pɛʁʃ# {GOLD: #pɛʁʃ#}
956    | #pˌert̪uːsiˈɑːre# | *#pˌɛrt̪esʝˈɑrɛ# | *#pˌɛrt͡sʲˈie̯r# | *#pˌɛrsʲjˈer# | *#pˌɛrsˈer# | *#pɛʁse# {GOLD: #pɛʁse#}
957    | #pˌert̪ˈuːsium# | *#pˌɛrt̪ˈusʝo# | *#pˌɛrt̪ˈyjs# | *#pˌɛrt̪ɥˈiːs# | *#pˌɛrt̪ɥˈiːs# | *#pɛʁt̪ɥi# {GOLD: #pɛʁt̪ɥi#}
958    | #pˌerwˈin̪kɑm# | *#pˌɛrβʷˈeŋkɑ# | *#pˌɛrvˈẽn̪t͡ʃə# | *#pˌɛrvˈãn̪ʃə# | *#pˌɛrvˈãːʃə# | *#pɛʁvɑ̃ʃ# {GOLD: #pɛʁvɑ̃ʃ#}
959    | #pˈessimum# | *#pˈɛssemo# | *#pˈɛzmə# | *#pˈɛ̃ːmə# | *#pˈɛ̃ːmə# | *#pɛm# {GOLD: #pɛm#}
960    | #pˈet̪rɑm# | *#pˈɛt̪rɑ# | *#pˈie̯ðrə# | *#pjˈerə# | *#pjˈerə# | *#pjɛʁ# {GOLD: #pjɛʁ#}
961    | #pˈet̪rum# | *#pˈɛt̪ro# | *#pˈie̯ðrə# | *#pjˈerə# | *#pjˈerə# | *#pjɛʁ# {GOLD: #pjɛʁ#}
962    | #pˈet̪t̪iɑm# | *#pˈɛt̪t͡sʲʝɑ# | *#pˈie̯t͡sʲə# | *#pjˈesʲə# | *#pjˈesə# | *#pjɛs# {GOLD: #pjɛs#}
963    | #pˈiːɑm# | *#pˈiɑ# | *#pˈiə# | *#pˈiə# | *#pˈiː# | *#pi# {GOLD: #pi#}
964    | #pˌiet̪ˈɑːt̪em# | *#pˌixt̪ˈɑt̪ɛ# | *#pˌit̪ˈie̯θ# | *#pˌit̪jˈe# | *#pˌit̪jˈe# | *#pit̪je# {GOLD: #pit̪je#}
965    | #pˌiɡrˈit̪iɑm# | *#pˌeɣrˈet͡sʲʝɑ# | *#pˌerˈejzə# | *#pˌerwˈɛzə# | *#pˌerwˈɛzə# | *#peʁwaz# {GOLD: #paʁɛs#}
966    | #pˈiːlɑm# | *#pˈilɑ# | *#pˈilə# | *#pˈilə# | *#pˈilə# | *#pil# {GOLD: #pil#}
967    | #pˌilˈot̪t̪ɑm# | *#pˌelˈɔt̪t̪ɑ# | *#pˌəlˈɔt̪ə# | *#pˌəlˈɔt̪ə# | *#pˌəlˈɔt̪ə# | *#pəlɔt̪# {GOLD: #pəlɔt̪#}
968    | #pˈiːkɑm# | *#pˈikɑ# | *#pˈiə# | *#pˈiə# | *#pˈiː# | *#pi# {GOLD: #pi#}
969    | #pˈikem# | *#pˈecɛ# | *#pˈejt͡sʲ# | *#pwˈɛsʲ# | *#pwˈɛs# | *#pwa# {GOLD: #pwa#}
970    | #pˌikt̪ˈɑːn̪eːs# | *#pˌext̪ˈɑn̪es# | *#pˌejt̪ˈãn̪s# | *#pwˌɛt̪ˈãn̪s# | *#pwˌɛt̪ˈãːs# | *#pwat̪ɑ̃# {GOLD: #pwat̪je#}
971    | #pˌikt̪ˈɑːwum# | *#pˌext̪ˈɑo# | *#pˌejt̪ˈɔw# | *#pwˌɛt̪ˈu# | *#pwˌɛt̪ˈu# | *#pwat̪u# {GOLD: #pwat̪u#}
972    | #pˌikt̪orˈiːn̪ɑm# | *#pˌext̪ɔrˈin̪ɑ# | *#pˌejt̪rˈin̪ə# | *#pwˌɛt̪rˈĩn̪ə# | *#pwˌɛt̪rˈin̪ə# | *#pwat̪ʁin̪# {GOLD: #pwat̪ʁin̪#}
973    | #pˌiːn̪kiˈoːn̪em# | *#pˌiŋcʝˈon̪ɛ# | *#pˌin̪t͡sʲˈũn̪# | *#pˌĩn̪sʲˈũn̪# | *#pˌẽːsˈũː# | *#pɛ̃sɔ̃# {GOLD: #pɛ̃sɔ̃#}
974    | #pˈin̪kt̪or# | *#pˈeŋt̪ɔr# | *#pˈẽj̃n̪t̪rə# | *#pˈɛ̃j̃n̪t̪rə# | *#pˈɛ̃ːt̪rə# | *#pɛ̃t̪ʁ# {GOLD: #pɛ̃t̪ʁ#}
975    | #pˈin̪n̪ɑm# | *#pˈen̪n̪ɑ# | *#pˈẽn̪ə# | *#pˈãn̪ə# | *#pˈãn̪ə# | *#pan̪# {GOLD: #pan̪#}
976    | #pˈiːn̪um# | *#pˈin̪o# | *#pˈin̪# | *#pˈĩn̪# | *#pˈẽː# | *#pɛ̃# {GOLD: #pɛ̃#}
977    | #pˈiperɑ# | *#pˈepɛrɑ# | *#pˈejvrə# | *#pwˈɛvrə# | *#pwˈɛvrə# | *#pwavʁ# {GOLD: #pwavʁ#}
978    | #pˌiːpiˈoːn̪em# | *#pˌipʝˈon̪ɛ# | *#pˌit͡ʃˈũn̪# | *#pˌiʃˈũn̪# | *#pˌiʃˈũː# | *#piʃɔ̃# {GOLD: #piʒɔ̃#}
979    | #pˈirɑm# | *#pˈerɑ# | *#pˈejrə# | *#pwˈɛrə# | *#pwˈɛrə# | *#pwaʁ# {GOLD: #pwaʁ#}
980    | #pˌiskɑːt̪ˈoːrem# | *#pˌeskɑt̪ˈorɛ# | *#pˌest͡ʃəðˈowr# | *#pˌeʃəˈør# | *#pˌeʃə̯ˈør# | *#peʃœʁ# {GOLD: #pɛʃœʁ#}
981    | #pˌiskiˈoːn̪em# | *#pˌescʝˈon̪ɛ# | *#pˌejsˈũn̪# | *#pwˌɛsˈũn̪# | *#pwˌɛsˈũː# | *#pwasɔ̃# {GOLD: #pwasɔ̃#}
982    | #pˌist̪rˈiːn̪um# | *#pˌest̪rˈin̪o# | *#pˌest̪rˈin̪# | *#pˌet̪rˈĩn̪# | *#pˌet̪rˈẽː# | *#pet̪ʁɛ̃# {GOLD: #pet̪ʁɛ̃#}
983    | #pˈisum# | *#pˈeso# | *#pˈejs# | *#pwˈɛːs# | *#pwˈɛːs# | *#pwa# {GOLD: #pwa#}
984    | #pˌit̪t̪ˈiːt̪um# | *#pˌet̪t̪ˈit̪o# | *#pˌət̪ˈiθ# | *#pˌət̪ˈi# | *#pˌət̪ˈi# | *#pət̪i# {GOLD: #pət̪i#}
985    | #pˈius# | *#pˈeos# | *#pˈews# | *#pˈøːs# | *#pˈøːs# | *#pø# {GOLD: #pjø#}
986    | #plˈɑːɡɑm# | *#plˈɑɣɑ# | *#plˈajə# | *#plˈajə# | *#plˈɛː# | *#plɛ# {GOLD: #plɛ#}
987    | #plˌɑkˈeːre# | *#plˌɑcˈerɛ# | *#plˌajd͡zʲˈir# | *#plˌɛzʲˈir# | *#plˌɛzˈir# | *#pleziʁ# {GOLD: #pleziʁ#}
988    | #plˈɑkit̪um# | *#plˈɑxt̪o# | *#plˈajt̪# | *#plˈɛt̪# | *#plˈɛt̪# | *#plɛ# {GOLD: #plɛ#}
989    | #plˌɑkit̪ˈɑːre# | *#plˌɑket̪ˈɑrɛ# | *#plˌajd̪ʲˈie̯r# | *#plˌɛd̪ʲjˈer# | *#plˌɛd̪ˈer# | *#pled̪e# {GOLD: #plɛd̪e#}
990    | #plˈɑːn̪um# | *#plˈɑn̪o# | *#plˈãj̃n̪# | *#plˈɛ̃j̃n̪# | *#plˈɛ̃ː# | *#plɛ̃# {GOLD: #plɛ̃#}
991    | #plˈɑn̪ɡere# | *#plˈɑŋɟɛrɛ# | *#plˈãj̃n̪d̪rə# | *#plˈɛ̃j̃n̪d̪rə# | *#plˈɛ̃ːd̪rə# | *#plɛ̃d̪ʁ# {GOLD: #plɛ̃d̪ʁ#}
992    | #plˈɑn̪t̪ɑm# | *#plˈɑn̪t̪ɑ# | *#plˈãn̪t̪ə# | *#plˈãn̪t̪ə# | *#plˈãːt̪ə# | *#plɑ̃t̪# {GOLD: #plɑ̃t̪#}
993    | #plˌɑn̪t̪ˈɑːɡin̪em# | *#plˌɑn̪t̪ˈɑɡn̪ɛ# | *#plˌãn̪t̪ˈãj̃n̪# | *#plˌãn̪t̪ˈɛ̃j̃n̪# | *#plˌãːt̪ˈɛ̃ː# | *#plɑ̃t̪ɛ̃# {GOLD: #plɑ̃t̪ɛ̃#}
994    | #plˌɑn̪t̪iˈoːn̪em# | *#plˌɑn̪t͡sʲʝˈon̪ɛ# | *#plˌãn̪t͡sʲˈũn̪# | *#plˌãn̪sʲˈũn̪# | *#plˌãːsˈũː# | *#plɑ̃sɔ̃# {GOLD: #plɑ̃sɔ̃#}
995    | #plˈɑt̪t̪ɑm# | *#plˈɑt̪t̪ɑ# | *#plˈat̪ə# | *#plˈat̪ə# | *#plˈat̪ə# | *#plat̪# {GOLD: #plat̪#}
996    | #plˈɑt̪t̪ɑːs# | *#plˈɑt̪t̪ɑs# | *#plˈat̪əs# | *#plˈat̪əs# | *#plˈat̪ə# | *#plat̪# {GOLD: #plat̪#}
997    | #plˈɑt̪t̪oːs# | *#plˈɑt̪t̪os# | *#plˈat͡s# | *#plˈas# | *#plˈas# | *#pla# {GOLD: #pla#}
998    | #plˈɑt̪t̪um# | *#plˈɑt̪t̪o# | *#plˈat̪# | *#plˈat̪# | *#plˈat̪# | *#pla# {GOLD: #pla#}
999    | #plˈɑt̪t̪eɑm# | *#plˈɑt̪t͡sʲʝɑ# | *#plˈat͡sʲə# | *#plˈasʲə# | *#plˈasə# | *#plas# {GOLD: #plas#}
1000   | #plˈebium# | *#plˈɛbʝo# | *#plˈɛd͡ʒə# | *#plˈɛʒə# | *#plˈɛʒə# | *#plɛʒ# {GOLD: #plɛʒ#}
1001   | #plˈeːn̪ɑm# | *#plˈen̪ɑ# | *#plˈẽj̃n̪ə# | *#plˈɛ̃j̃n̪ə# | *#plˈɛ̃n̪ə# | *#plɛn̪# {GOLD: #plɛn̪#}
1002   | #plˌeːn̪ˈɑːriɑm# | *#plˌen̪ˈɑrʝɑ# | *#plˌən̪ˈie̯rə# | *#plˌən̪jˈerə# | *#plˌən̪jˈerə# | *#plen̪jɛʁ# {GOLD: #plen̪jɛʁ#}
1003   | #plˌeːn̪ˈɑːrium# | *#plˌen̪ˈɑrʝo# | *#plˌən̪ˈie̯r# | *#plˌən̪jˈer# | *#plˌən̪jˈer# | *#plen̪je# {GOLD: #plen̪je#}
1004   | #plˈeːn̪um# | *#plˈen̪o# | *#plˈẽj̃n̪# | *#plˈɛ̃j̃n̪# | *#plˈɛ̃ː# | *#plɛ̃# {GOLD: #plɛ̃#}
1005   | #plˈikɑt̪# | *#plˈekɑt̪# | *#plˈejəθ# | *#plwˈɛə# | *#plwˈɛː# | *#plwa# {GOLD: #plwa#}
1006   | #plˈowiɑm# | *#plˈɔʝɑ# | *#plˈyjə# | *#plɥˈiə# | *#plɥˈiː# | *#plɥi# {GOLD: #plɥi#}
1007   | #plˈuːmɑm# | *#plˈumɑ# | *#plˈymə# | *#plˈỹmə# | *#plˈymə# | *#plym# {GOLD: #plym#}
